=== NODES ===
entity_id,type,timestamp,feature1,feature2,label
ent_0000,Device,2025-10-29T08:47:31.390890,0.9246582138782719,0.9315287644491016,SIM_Swap
ent_0001,User,2025-11-13T08:47:31.390924,0.5494475180270114,0.4034208354309572,None
ent_0002,Domain,2025-11-07T08:47:31.390940,0.2930081057868875,0.5428235616555062,Phishing
ent_0003,IP,2025-11-15T08:47:31.390949,0.7806301179710514,0.9478513379371334,SIM_Swap
ent_0004,Domain,2025-11-17T08:47:31.390953,0.7032118385992449,0.4367082074960078,SIM_Swap
ent_0005,Transaction,2025-11-16T08:47:31.390958,0.841623251126594,0.052868317638072315,None
ent_0006,Domain,2025-11-16T08:47:31.390962,0.5999981996585669,0.22373504261686028,Ransomware
ent_0007,Transaction,2025-11-17T08:47:31.390966,0.6349391073617172,0.5455835275393333,None
ent_0008,Device,2025-11-08T08:47:31.390970,0.1477016481088853,0.06190048969078876,None
ent_0009,Device,2025-10-29T08:47:31.390974,0.30251218045477735,0.8241909222997308,None
ent_0010,Domain,2025-10-26T08:47:31.390978,0.9991936603042741,0.6892495227463662,Fraud
ent_0011,Domain,2025-11-13T08:47:31.390982,0.39023562744342977,0.992096791914274,Malware
ent_0012,User,2025-11-19T08:47:31.390986,0.1758051835652943,0.5309074013242931,None
ent_0013,Transaction,2025-11-10T08:47:31.390990,0.6831999817966533,0.1563219990731154,Phishing
ent_0014,Transaction,2025-10-31T08:47:31.390994,0.1920014391107444,0.6695218796328503,SIM_Swap
ent_0015,User,2025-11-05T08:47:31.390998,0.665166525030134,0.6725299009497689,SIM_Swap
ent_0016,Transaction,2025-11-04T08:47:31.391003,0.5372593252973623,0.40952278414674925,Malware
ent_0017,Transaction,2025-11-01T08:47:31.391014,0.5413475666187079,0.6791264809443353,Malware
ent_0018,IP,2025-11-15T08:47:31.391026,0.10638355204857952,0.5961243973943736,Malware
ent_0019,IP,2025-11-21T08:47:31.391035,0.12957887751659813,0.24659378058970716,Ransomware
ent_0020,Transaction,2025-11-10T08:47:31.391044,0.9164094911244407,0.7973780700682059,Ransomware
ent_0021,User,2025-11-02T08:47:31.391055,0.49165369811241366,0.9028916344462893,Ransomware
ent_0022,Transaction,2025-10-26T08:47:31.391067,0.3947039257248951,0.1655321727717467,Phishing
ent_0023,Domain,2025-11-18T08:47:31.391076,0.09292987673326236,0.9802938589604278,Malware
ent_0024,Device,2025-11-09T08:47:31.391084,0.4252635533724747,0.7544293297553384,Fraud
ent_0025,Transaction,2025-11-09T08:47:31.391093,0.7156465268406097,0.4900772713877184,Malware
ent_0026,Device,2025-11-17T08:47:31.391102,0.2640378454168979,0.40849871411480343,None
ent_0027,Transaction,2025-11-16T08:47:31.391111,0.38377253464837024,0.8057318810454278,Malware
ent_0028,IP,2025-11-11T08:47:31.391119,0.9495644670464218,0.36007551285922135,Malware
ent_0029,User,2025-10-26T08:47:31.391128,0.40425749850004555,0.6869240493349605,Phishing
ent_0030,Transaction,2025-11-09T08:47:31.391137,0.19970083255347582,0.9449860657200627,Malware
ent_0031,Transaction,2025-11-11T08:47:31.391145,0.8336072245633148,0.21834365238555153,Malware
ent_0032,IP,2025-11-06T08:47:31.391154,0.99742482223455,0.9848614928871501,Malware
ent_0033,IP,2025-11-02T08:47:31.391162,0.9961465122825832,0.7717219266323561,None
ent_0034,Domain,2025-11-16T08:47:31.391171,0.30296249560150557,0.45329049147395084,SIM_Swap
ent_0035,User,2025-10-28T08:47:31.391179,0.16794631026178053,0.8678710364481115,None
ent_0036,Device,2025-11-16T08:47:31.391188,0.048392175190406395,0.6501375122307187,Fraud
ent_0037,Transaction,2025-11-19T08:47:31.391196,0.5686111103755375,0.3614118981461072,Malware
ent_0038,User,2025-11-02T08:47:31.391205,0.375312454444341,0.6580655145802878,Malware
ent_0039,IP,2025-10-28T08:47:31.391213,0.47210194000072214,0.853856972764528,Phishing
ent_0040,Device,2025-11-20T08:47:31.391233,0.02999395255228543,0.7422866057496741,Malware
ent_0041,IP,2025-11-24T08:47:31.391238,0.6193820795644638,0.044148000942712096,Fraud
ent_0042,Domain,2025-11-14T08:47:31.391242,0.2575348308671862,0.4286413047689689,Phishing
ent_0043,Domain,2025-11-07T08:47:31.391246,0.8283032567300161,0.8821264569499605,Fraud
ent_0044,Domain,2025-11-13T08:47:31.391250,0.8110470034733224,0.09706859683270219,Fraud
ent_0045,Transaction,2025-11-20T08:47:31.391254,0.8860081098795254,0.1645652331500027,Ransomware
ent_0046,User,2025-11-25T08:47:31.391258,0.7251229603670445,0.6888493274528678,Phishing
ent_0047,Device,2025-11-11T08:47:31.391261,0.6467075413741417,0.7939437769918462,Fraud
ent_0048,Domain,2025-11-18T08:47:31.391265,0.9171156414290998,0.52427243792225,None
ent_0049,Transaction,2025-10-26T08:47:31.391269,0.48689258534503277,0.8080064832081525,Ransomware
ent_0050,User,2025-11-25T08:47:31.391273,0.32467505466651514,0.7911412568061523,None
ent_0051,IP,2025-10-26T08:47:31.391276,0.21230489081549297,0.8650476516755113,Malware
ent_0052,Device,2025-10-29T08:47:31.391280,0.6358131124702522,0.0572317206167654,Ransomware
ent_0053,IP,2025-11-17T08:47:31.391284,0.5882414084620555,0.6968367471086517,None
ent_0054,Domain,2025-10-31T08:47:31.391288,0.32026407540397805,0.7319479262676762,SIM_Swap
ent_0055,IP,2025-11-05T08:47:31.391292,0.6619162737543794,0.9517682454819679,Fraud
ent_0056,Transaction,2025-11-10T08:47:31.391296,0.1762818007689937,0.12437126744961968,SIM_Swap
ent_0057,Device,2025-11-12T08:47:31.391300,0.5483901234127732,0.7110545410464209,Malware
ent_0058,Transaction,2025-11-22T08:47:31.391304,0.1677811931678651,0.5605404141001135,Phishing
ent_0059,Device,2025-11-24T08:47:31.391308,0.023800321845543038,0.8000827809423727,SIM_Swap
ent_0060,Transaction,2025-11-19T08:47:31.391312,0.1731827171716277,0.5464040523092198,Fraud
ent_0061,Device,2025-11-13T08:47:31.391316,0.27050677269503187,0.4812948281190982,Ransomware
ent_0062,Transaction,2025-11-25T08:47:31.391320,0.9740100805484168,0.6490064962639431,Fraud
ent_0063,Device,2025-11-19T08:47:31.391323,0.5553304503593418,0.0957333311077202,SIM_Swap
ent_0064,Device,2025-11-10T08:47:31.391327,0.9954971323845117,0.7105940187351053,Ransomware
ent_0065,Transaction,2025-10-31T08:47:31.391331,0.9594393374320168,0.3741161194000795,None
ent_0066,IP,2025-11-08T08:47:31.391335,0.9670509706971775,0.5490220228382152,Fraud
ent_0067,Transaction,2025-11-11T08:47:31.391339,0.2360101108480086,0.16201360701115586,Fraud
ent_0068,Domain,2025-11-21T08:47:31.391343,0.3798249074868385,0.05594253094392976,Malware
ent_0069,Domain,2025-11-01T08:47:31.391346,0.1795632963647188,0.33970742920052666,SIM_Swap
ent_0070,User,2025-11-15T08:47:31.391350,0.6020569979217664,0.2579929132634531,None
ent_0071,Transaction,2025-11-18T08:47:31.391354,0.4524242993462222,0.10648474907764116,Fraud
ent_0072,Device,2025-11-19T08:47:31.391358,0.1552161044025604,0.26114032467454984,Malware
ent_0073,User,2025-11-03T08:47:31.391362,0.7816734774815133,0.46407364884409963,Phishing
ent_0074,User,2025-10-28T08:47:31.391365,0.3592026667045539,0.20571666396486055,SIM_Swap
ent_0075,User,2025-11-05T08:47:31.391369,0.8655344856201674,0.0159201884623007,Malware
ent_0076,Transaction,2025-11-11T08:47:31.391373,0.5023025861583933,0.05167393362708417,Phishing
ent_0077,Device,2025-11-16T08:47:31.391378,0.8266003687999145,0.6101685067007007,None
ent_0078,Transaction,2025-11-03T08:47:31.391382,0.14546991988329772,0.5721808669520209,Ransomware
ent_0079,Transaction,2025-11-16T08:47:31.391385,0.5472378517785563,0.8459505806855936,None
ent_0080,User,2025-11-11T08:47:31.391389,0.8004738527834149,0.9214273436994505,Phishing
ent_0081,Transaction,2025-11-08T08:47:31.391393,0.11492336312228901,0.8693855186980964,Malware
ent_0082,User,2025-11-20T08:47:31.391397,0.4351818401862638,0.3014796393838576,Phishing
ent_0083,Domain,2025-11-06T08:47:31.391401,0.9821108358039979,0.9395085571835394,None
ent_0084,Device,2025-11-03T08:47:31.391404,0.6665556922843907,0.8917613877990386,Ransomware
ent_0085,Domain,2025-11-23T08:47:31.391408,0.2727907640002495,0.30865216011600294,Ransomware
ent_0086,Device,2025-11-06T08:47:31.391412,0.7555650462240627,0.48403703886394955,Phishing
ent_0087,Domain,2025-11-13T08:47:31.391416,0.6445205609447404,0.7657416968055838,Ransomware
ent_0088,User,2025-10-29T08:47:31.391419,0.025434647344807715,0.24766829348213248,Malware
ent_0089,IP,2025-11-09T08:47:31.391423,0.8132063619091643,0.9746994233658041,Ransomware
ent_0090,Device,2025-11-03T08:47:31.391427,0.1307063297369616,0.6269439305962288,None
ent_0091,Transaction,2025-10-31T08:47:31.391431,0.009835548610871547,0.008804881077348004,None
ent_0092,User,2025-11-05T08:47:31.391435,0.754544615683051,0.12003359231686694,Malware
ent_0093,Device,2025-11-15T08:47:31.391439,0.09370583185677706,0.11722489503184375,Malware
ent_0094,Transaction,2025-10-29T08:47:31.391443,0.3385407924752092,0.9005897494192058,Phishing
ent_0095,Domain,2025-11-15T08:47:31.391447,0.42626261464268034,0.03508428229383398,Fraud
ent_0096,Device,2025-11-23T08:47:31.391450,0.3083146891792977,0.8560711609775331,SIM_Swap
ent_0097,Transaction,2025-11-07T08:47:31.391454,0.6615278414757446,0.7364631323672072,Fraud
ent_0098,Transaction,2025-10-27T08:47:31.391458,0.8562473536241334,0.12047102275003896,None
ent_0099,Transaction,2025-11-06T08:47:31.391462,0.3929833650534751,0.6847021207971162,Fraud

=== EDGES ===
src,dst,relation,timestamp
ent_0067,ent_0005,ACCESSED,2025-11-13T08:47:31.395429
ent_0097,ent_0091,ACCESSED,2025-11-06T08:47:31.395444
ent_0062,ent_0049,TRANSFERRED,2025-11-03T08:47:31.395451
ent_0052,ent_0043,CONNECTED_TO,2025-10-31T08:47:31.395455
ent_0011,ent_0087,PHISHED,2025-11-07T08:47:31.395459
ent_0056,ent_0024,PHISHED,2025-11-01T08:47:31.395463
ent_0039,ent_0069,ACCESSED,2025-10-27T08:47:31.395467
ent_0068,ent_0082,INFECTED,2025-11-16T08:47:31.395471
ent_0086,ent_0051,ACCESSED,2025-10-28T08:47:31.395476
ent_0065,ent_0008,PHISHED,2025-11-17T08:47:31.395480
ent_0081,ent_0088,CONNECTED_TO,2025-11-18T08:47:31.395484
ent_0071,ent_0052,PHISHED,2025-11-08T08:47:31.395488
ent_0003,ent_0078,INFECTED,2025-11-10T08:47:31.395491
ent_0058,ent_0066,TRANSFERRED,2025-11-08T08:47:31.395495
ent_0002,ent_0085,PHISHED,2025-11-12T08:47:31.395499
ent_0061,ent_0091,ACCESSED,2025-11-25T08:47:31.395503
ent_0098,ent_0090,TRANSFERRED,2025-11-14T08:47:31.395507
ent_0045,ent_0091,TRANSFERRED,2025-11-14T08:47:31.395511
ent_0026,ent_0001,PHISHED,2025-11-03T08:47:31.395515
ent_0060,ent_0088,INFECTED,2025-11-05T08:47:31.395518
ent_0094,ent_0007,CONNECTED_TO,2025-11-25T08:47:31.395522
ent_0022,ent_0088,PHISHED,2025-11-20T08:47:31.395526
ent_0079,ent_0098,CONNECTED_TO,2025-11-16T08:47:31.395530
ent_0099,ent_0089,CONNECTED_TO,2025-11-21T08:47:31.395534
ent_0045,ent_0073,CONNECTED_TO,2025-11-24T08:47:31.395538
ent_0093,ent_0014,CONNECTED_TO,2025-11-02T08:47:31.395541
ent_0062,ent_0092,PHISHED,2025-11-02T08:47:31.395545
ent_0027,ent_0020,PHISHED,2025-11-20T08:47:31.395549
ent_0032,ent_0063,PHISHED,2025-10-30T08:47:31.395553
ent_0077,ent_0099,INFECTED,2025-11-11T08:47:31.395563
ent_0076,ent_0063,PHISHED,2025-11-05T08:47:31.395568
ent_0098,ent_0016,ACCESSED,2025-11-21T08:47:31.395572
ent_0022,ent_0094,PHISHED,2025-11-20T08:47:31.395576
ent_0003,ent_0075,CONNECTED_TO,2025-11-19T08:47:31.395580
ent_0015,ent_0086,ACCESSED,2025-11-04T08:47:31.395584
ent_0089,ent_0093,INFECTED,2025-10-29T08:47:31.395587
ent_0099,ent_0088,PHISHED,2025-11-06T08:47:31.395591
ent_0067,ent_0068,CONNECTED_TO,2025-11-03T08:47:31.395595
ent_0008,ent_0090,CONNECTED_TO,2025-11-07T08:47:31.395599
ent_0047,ent_0042,TRANSFERRED,2025-10-31T08:47:31.395603
ent_0029,ent_0041,PHISHED,2025-11-12T08:47:31.395607
ent_0040,ent_0095,TRANSFERRED,2025-11-15T08:47:31.395610
ent_0031,ent_0067,PHISHED,2025-11-12T08:47:31.395614
ent_0056,ent_0007,ACCESSED,2025-10-28T08:47:31.395618
ent_0040,ent_0001,TRANSFERRED,2025-11-14T08:47:31.395622
ent_0070,ent_0007,CONNECTED_TO,2025-11-05T08:47:31.395626
ent_0046,ent_0093,CONNECTED_TO,2025-11-24T08:47:31.395630
ent_0027,ent_0023,TRANSFERRED,2025-11-24T08:47:31.395633
