=== NODES ===
entity_id,type,timestamp,feature1,feature2,label
ent_0000,Domain,2025-11-22T08:45:43.958048,0.538529983143093,0.5040409386027918,SIM_Swap
ent_0001,User,2025-11-18T08:45:43.958086,0.29627667841162497,0.9735572693927579,Ransomware
ent_0002,Domain,2025-11-23T08:45:43.958096,0.9244264813757319,0.28437730848408294,Ransomware
ent_0003,Transaction,2025-11-23T08:45:43.958102,0.14521625599719024,0.7055302440199183,Ransomware
ent_0004,Domain,2025-11-22T08:45:43.958106,0.9858346176302701,0.06884858757670853,Ransomware
ent_0005,User,2025-11-02T08:45:43.958111,0.6014800662156631,0.9901219381904595,Malware
ent_0006,Device,2025-11-21T08:45:43.958116,0.3491840421866751,0.8042644764363728,Ransomware
ent_0007,Transaction,2025-11-21T08:45:43.958120,0.5291685441848736,0.18738898420556915,None
ent_0008,Device,2025-10-27T08:45:43.958124,0.8944129521852239,0.07527134441817573,Fraud
ent_0009,Domain,2025-11-08T08:45:43.958128,0.3452977284237826,0.4631693111238926,Ransomware
ent_0010,User,2025-11-21T08:45:43.958133,0.4973074854081375,0.974562567400168,SIM_Swap
ent_0011,User,2025-11-02T08:45:43.958137,0.6321623835392757,0.9016306544296246,Ransomware
ent_0012,Domain,2025-11-12T08:45:43.958142,0.8454267690823538,0.40703662879172864,Malware
ent_0013,Device,2025-11-17T08:45:43.958146,0.0035247389150142583,0.07441211326003938,SIM_Swap
ent_0014,IP,2025-11-11T08:45:43.958150,0.1405605431733733,0.29228195781782673,None
ent_0015,Device,2025-11-23T08:45:43.958154,0.519262321486209,0.45770017515857886,Malware
ent_0016,Device,2025-11-22T08:45:43.958158,0.3606726665718466,0.6799343592036998,None
ent_0017,User,2025-11-05T08:45:43.958162,0.41184106372183926,0.3191611938865774,Fraud
ent_0018,Device,2025-11-25T08:45:43.958166,0.986522241636225,0.7874571271411447,Fraud
ent_0019,Transaction,2025-11-18T08:45:43.958170,0.6096048824502858,0.07469972738662489,Phishing
ent_0020,Domain,2025-11-03T08:45:43.958175,0.13728344643535084,0.31240360632059583,None
ent_0021,IP,2025-11-11T08:45:43.958180,0.09708489329797387,0.9614911690227943,Fraud
ent_0022,Device,2025-11-09T08:45:43.958185,0.35756068995971735,0.8688340896475878,Phishing
ent_0023,Transaction,2025-11-12T08:45:43.958189,0.6055927604381055,0.6935504756581802,Fraud
ent_0024,User,2025-11-16T08:45:43.958193,0.6016166189058684,0.9925474434617808,SIM_Swap
ent_0025,IP,2025-11-14T08:45:43.958198,0.388773495545768,0.9912228479691293,Phishing
ent_0026,IP,2025-11-18T08:45:43.958202,0.6793127481645391,0.7650550927261209,SIM_Swap
ent_0027,User,2025-11-09T08:45:43.958206,0.3444143126393754,0.1425818809725523,Phishing
ent_0028,Device,2025-10-28T08:45:43.958211,0.515614585057209,0.9793797154020415,Fraud
ent_0029,Device,2025-11-07T08:45:43.958216,0.20919660648807037,0.7842484799984536,Phishing
ent_0030,Device,2025-11-20T08:45:43.958236,0.4107291085208602,0.11583811536532718,SIM_Swap
ent_0031,Transaction,2025-11-18T08:45:43.958242,0.32387406021607756,0.07315573101365191,SIM_Swap
ent_0032,Device,2025-11-24T08:45:43.958248,0.7078001069307185,0.5384965929780393,SIM_Swap
ent_0033,IP,2025-11-08T08:45:43.958254,0.31211155314523986,0.693806253632089,Fraud
ent_0034,IP,2025-11-08T08:45:43.958260,0.31691243317227136,0.42458348785968547,Fraud
ent_0035,Transaction,2025-10-28T08:45:43.958265,0.5637213424773131,0.9139587500771467,Fraud
ent_0036,User,2025-11-17T08:45:43.958269,0.20905480606865945,0.02739725390437464,None
ent_0037,IP,2025-11-19T08:45:43.958273,0.8491712481790553,0.5446643590434745,Malware
ent_0038,Transaction,2025-10-29T08:45:43.958277,0.24415643314881819,0.09945351094901644,Phishing
